# Selection     : all 
# Volume        : 5.16250000e-02
# Time          	minMag(U)	location	cell	processor
2276            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2277            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2278            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2279            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2280            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2281            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2282            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2283            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2284            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2285            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2286            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2287            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2288            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2289            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2290            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2291            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2292            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2293            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2294            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2295            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2296            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2297            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2298            	2.34946625e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2299            	2.34946625e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2300            	2.34946625e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2301            	2.34946625e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2302            	2.34946625e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2303            	2.34946625e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2304            	2.34946625e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2305            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2306            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2307            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2308            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2309            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2310            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2311            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2312            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2313            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2314            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2315            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2316            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2317            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2318            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2319            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2320            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2321            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2322            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2323            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2324            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2325            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2326            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2327            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2328            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2329            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2330            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2331            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2332            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2333            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2334            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2335            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2336            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2337            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2338            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2339            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2340            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2341            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2342            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2343            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2344            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2345            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2346            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2347            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2348            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2349            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2350            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2351            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2352            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2353            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2354            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2355            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2356            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2357            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2358            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2359            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2360            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2361            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2362            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2363            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2364            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2365            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2366            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2367            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2368            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2369            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2370            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2371            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2372            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2373            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2374            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2375            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2376            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2377            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2378            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2379            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2380            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2381            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2382            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2383            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2384            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2385            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2386            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2387            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2388            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2389            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2390            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2391            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2392            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2393            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2394            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2395            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2396            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2397            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2398            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2399            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2400            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2401            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2402            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2403            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2404            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2405            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2406            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2407            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2408            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2409            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2410            	2.34946625e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2411            	2.34946625e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2412            	2.34946625e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2413            	2.34946625e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2414            	2.34946625e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2415            	2.34946625e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2416            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2417            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2418            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2419            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2420            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2421            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2422            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2423            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2424            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2425            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2426            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2427            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2428            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2429            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2430            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2431            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2432            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2433            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2434            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2435            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2436            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2437            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2438            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2439            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2440            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2441            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2442            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2443            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2444            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2445            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2446            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2447            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2448            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2449            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2450            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2451            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2452            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2453            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2454            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2455            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2456            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2457            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2458            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2459            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2460            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2461            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2462            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2463            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2464            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2465            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2466            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2467            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2468            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2469            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2470            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2471            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2472            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2473            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2474            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2475            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2476            	2.34946634e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2477            	2.34946634e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2478            	2.34946634e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2479            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2480            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2481            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2482            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2483            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2484            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2485            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2486            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2487            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2488            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2489            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2490            	2.34946625e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2491            	2.34946625e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2492            	2.34946624e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2493            	2.34946624e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2494            	2.34946624e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2495            	2.34946624e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2496            	2.34946624e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2497            	2.34946624e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2498            	2.34946625e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2499            	2.34946625e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2500            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2501            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2502            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2503            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2504            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2505            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2506            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2507            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2508            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2509            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2510            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2511            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2512            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2513            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2514            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2515            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2516            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2517            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2518            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2519            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2520            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2521            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2522            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2523            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2524            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2525            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2526            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2527            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2528            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2529            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2530            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2531            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2532            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2533            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2534            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2535            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2536            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2537            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2538            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2539            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2540            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2541            	2.34946625e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2542            	2.34946624e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2543            	2.34946624e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2544            	2.34946624e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2545            	2.34946624e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2546            	2.34946624e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2547            	2.34946624e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2548            	2.34946624e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2549            	2.34946625e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2550            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2551            	2.34946626e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2552            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2553            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2554            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2555            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2556            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2557            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2558            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2559            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2560            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2561            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2562            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2563            	2.34946633e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2564            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2565            	2.34946632e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2566            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2567            	2.34946631e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2568            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2569            	2.34946630e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2570            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2571            	2.34946629e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2572            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2573            	2.34946628e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2574            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2575            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2576            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2577            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
2578            	2.34946627e-02	(3.46080565e-01 1.01701236e-05 5.00000000e-02)	114	2
